datetime,carbon_intensity_direct_avg,source_csv,source_path,region,subregion_name
2022-09-04 22:00:00+00:00,127.14,US-CENT-SPA.csv,data/regions/CENT/US-CENT-SPA.csv,CENT,US-CENT-SPA
2022-09-04 23:00:00+00:00,206.84,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-05 00:00:00+00:00,185.56,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-05 01:00:00+00:00,183.67,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-05 02:00:00+00:00,182.85,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-05 03:00:00+00:00,193.39,US-CAL-BANC.csv,data/regions/CAL/US-CAL-BANC.csv,CAL,US-CAL-BANC
2022-09-05 04:00:00+00:00,196.53,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-05 05:00:00+00:00,190.17,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-05 06:00:00+00:00,178.84,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-05 07:00:00+00:00,176.22,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-05 08:00:00+00:00,177.02,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-05 09:00:00+00:00,178.9,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-05 10:00:00+00:00,183.47,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-05 11:00:00+00:00,193.69,US-NE-ISNE.csv,data/regions/NE/US-NE-ISNE.csv,NE,US-NE-ISNE
2022-09-05 12:00:00+00:00,198.07,US-CAR-CPLE.csv,data/regions/CAR/US-CAR-CPLE.csv,CAR,US-CAR-CPLE
2022-09-05 13:00:00+00:00,190.27,US-CAR-CPLE.csv,data/regions/CAR/US-CAR-CPLE.csv,CAR,US-CAR-CPLE
2022-09-05 14:00:00+00:00,188.85,US-CAR-CPLE.csv,data/regions/CAR/US-CAR-CPLE.csv,CAR,US-CAR-CPLE
2022-09-05 15:00:00+00:00,200.84,US-CAR-CPLE.csv,data/regions/CAR/US-CAR-CPLE.csv,CAR,US-CAR-CPLE
2022-09-05 16:00:00+00:00,191.42,US-CAL-CISO.csv,data/regions/CAL/US-CAL-CISO.csv,CAL,US-CAL-CISO
2022-09-05 17:00:00+00:00,194.33,US-CAL-CISO.csv,data/regions/CAL/US-CAL-CISO.csv,CAL,US-CAL-CISO
2022-09-05 18:00:00+00:00,193.09,US-CAL-CISO.csv,data/regions/CAL/US-CAL-CISO.csv,CAL,US-CAL-CISO
