overhead_min,start_ts,source_grid_chosen,policy,total_carbon_kgco2eq,migration_count,dest_grids_visited
10,1602871200,PGE,2,47.794,8,NYIS|PGE|IPCO|PGE|NYIS|PGE|NYIS|PGE
10,1604188800,PGE,2,38.081,4,NWMT|PGE|NWMT|PGE
10,1605506400,ISNE,2,40.751,3,PGE|ISNE|PGE
10,1606824000,ISNE,2,44.093,4,PGE|ISNE|PGE|ISNE
10,1608141600,PGE,2,39.69,0,
10,1577836800,ISNE,3,59.035,1,PGE
10,1579154400,ISNE,3,51.242,1,PGE
10,1580472000,ISNE,3,45.446,1,PGE
10,1581789600,PGE,3,36.054,0,
10,1583107200,PGE,3,42.213,0,
10,1584424800,ISNE,3,51.308,3,NYIS|ISNE|NYIS
10,1585742400,BANC,3,44.33,0,
10,1587060000,IPCO,3,33.644,2,BANC|CISO
10,1588377600,PGE,3,15.283,0,
10,1589695200,PGE,3,7.918,0,
10,1591012800,PGE,3,3.769,0,
10,1592330400,PGE,3,3.661,2,IPCO|PGE
10,1593648000,PGE,3,4.802,0,
10,1594965600,PGE,3,34.943,2,BANC|PGE
10,1596283200,PGE,3,44.681,2,BANC|PGE
10,1597600800,PGE,3,57.441,0,
10,1598918400,PGE,3,56.229,0,
10,1600236000,ISNE,3,68.249,2,PGE|DUK
10,1601553600,ISNE,3,61.95,4,PGE|ISNE|PGE|ISNE
10,1602871200,PGE,3,46.045,2,NYIS|PGE
10,1604188800,PGE,3,40.101,2,NWMT|PGE
10,1605506400,ISNE,3,40.566,1,PGE
10,1606824000,ISNE,3,46.913,2,PGE|ISNE
10,1608141600,PGE,3,39.69,0,
10,1577836800,ISNE,4,52.524,1,PGE
10,1579154400,ISNE,4,51.242,1,PGE
10,1580472000,ISNE,4,45.446,1,PGE
10,1581789600,PGE,4,36.054,0,
10,1583107200,PGE,4,42.213,0,
10,1584424800,ISNE,4,52.451,1,NYIS
10,1585742400,BANC,4,44.33,0,
10,1587060000,IPCO,4,33.386,1,BANC
10,1588377600,PGE,4,15.283,0,
10,1589695200,PGE,4,7.918,0,
10,1591012800,PGE,4,3.769,0,
10,1592330400,PGE,4,3.207,0,
10,1593648000,PGE,4,4.802,0,
10,1594965600,PGE,4,33.633,0,
10,1596283200,PGE,4,45.768,2,IPCO|PGE
10,1597600800,PGE,4,57.441,0,
10,1598918400,PGE,4,56.229,0,
10,1600236000,ISNE,4,67.459,2,DUK|PGE
10,1601553600,ISNE,4,63.367,1,PGE
10,1602871200,PGE,4,44.825,0,
10,1604188800,PGE,4,38.972,0,
10,1605506400,ISNE,4,40.566,1,PGE
10,1606824000,ISNE,4,49.979,1,PGE
10,1608141600,PGE,4,39.69,0,
10,1577836800,ISNE,5,53.395,9,BANC|ISNE|TVA|PGE|IPCO|PGE|ISNE|NYIS|PGE
10,1579154400,ISNE,5,52.49,8,NYIS|PGE|NYIS|ISNE|PGE|ISNE|PGE|NYIS
10,1580472000,ISNE,5,47.862,12,PGE|IPCO|PGE|IPCO|PGE|IPCO|PGE|BANC|PGE|NYIS|PGE|BANC
10,1581789600,PGE,5,37.501,6,BANC|PGE|BANC|PGE|BANC|PGE
